customer_id,customer_name,email,region,segment,signup_date,churned,lifetime_value
CUST_0303,Julie Watson,kevin65@example.org,North,Enterprise,2023-11-05,0,4015.07
CUST_0304,Edwin Lewis,klarsen@example.org,East,Enterprise,2025-05-06,1,2696.6
CUST_0305,Anne Collins,gonzalezkristopher@example.org,South,Enterprise,2025-04-17,0,996.44
CUST_0306,Whitney Curtis,stewartpeter@example.net,West,SMB,2025-09-03,0,2535.48
CUST_0307,Andres Hughes,andreablake@example.net,South,Consumer,2025-10-02,0,2688.81
CUST_0308,Mr. Dylan Marshall,grant16@example.com,North,Consumer,2024-08-17,0,830.57
CUST_0309,Derek Bauer,jamesortiz@example.com,East,Consumer,2023-08-30,1,195.89
CUST_0310,James Gray,arnoldsarah@example.net,East,SMB,2024-02-27,0,3865.62
CUST_0311,Mary Stephens,ggregory@example.org,North,SMB,2024-08-21,0,3871.46
CUST_0312,Isaac Ruiz,sosborne@example.net,East,Enterprise,2025-11-21,0,2156.66
CUST_0313,Brittany Miller,trujillorobert@example.com,South,SMB,2023-11-01,0,1772.35
CUST_0314,Cheryl Diaz,spencer92@example.net,South,Consumer,2023-06-15,0,2456.99
CUST_0315,Jessica Turner,sperez@example.net,North,SMB,2024-10-13,0,1018.12
CUST_0316,Hannah Davis,jeremygilbert@example.net,East,Consumer,2025-09-18,1,3689.83
CUST_0317,Angela Rogers,janet88@example.org,West,SMB,2023-12-07,0,3632.32
CUST_0318,Ashley Taylor,zrivera@example.net,South,SMB,2025-11-26,0,2181.76
CUST_0319,Stephanie Francis,michelle21@example.com,South,Consumer,2024-01-25,0,3510.53
CUST_0320,Amanda Stevenson DVM,farmerjames@example.net,South,Consumer,2025-01-30,1,1432.51
CUST_0321,Christina Fox,uhowell@example.net,South,SMB,2024-09-17,0,1077.39
CUST_0322,Charles Dudley,ogreer@example.net,West,SMB,2025-01-17,1,2069.57
CUST_0323,Hunter Skinner,owheeler@example.net,North,Enterprise,2024-07-25,0,4225.36
CUST_0324,Denise Hammond,bakerallen@example.net,South,Consumer,2025-04-09,1,3047.7
CUST_0325,Susan Brown,bthomas@example.com,East,Enterprise,2023-07-22,0,2863.71
CUST_0326,Devin Stephens,johnsonangela@example.com,West,SMB,2025-04-30,0,570.84
CUST_0327,Joshua Collins,martinezamy@example.net,South,Consumer,2023-07-23,0,2412.09
CUST_0328,Joyce Thompson,njimenez@example.net,East,SMB,2025-03-21,0,1061.72
CUST_0329,Natalie Martinez,hinesanna@example.org,South,Consumer,2024-04-21,1,1299.93
CUST_0330,Erica Velazquez,johnsonkeith@example.net,North,SMB,2025-08-02,1,324.44
CUST_0331,Heather Jones,christinemiller@example.com,West,Enterprise,2024-02-04,1,1747.13
CUST_0332,Chad Matthews,reynoldsmolly@example.com,North,Enterprise,2023-11-10,1,2409.78
CUST_0333,Christopher Castillo,pstevenson@example.com,West,Enterprise,2025-01-31,1,1281.72
CUST_0334,Heather Davis,nswanson@example.net,South,Consumer,2024-12-22,1,1733.8
CUST_0335,Samantha Scott,natasha78@example.com,South,Consumer,2025-07-30,0,1215.13
CUST_0336,Steven Williams,davidking@example.net,West,Consumer,2025-09-26,1,4791.76
CUST_0337,Jessica Lee,patrickstafford@example.org,East,Enterprise,2024-06-29,0,180.51
CUST_0338,Jerry Nunez,jason55@example.org,East,Consumer,2024-05-22,0,473.71
CUST_0339,Lisa Lowery,coxtravis@example.org,South,SMB,2026-03-28,1,2869.28
CUST_0340,Brandy Mckenzie,along@example.org,South,Consumer,2025-02-19,0,771.28
CUST_0341,Carly Taylor,shawsteven@example.com,North,Enterprise,2025-09-20,0,2112.6
CUST_0342,Patrick Hughes MD,robertslydia@example.com,South,Enterprise,2025-08-23,0,315.0
CUST_0343,Leslie Dennis,brandonkramer@example.net,West,SMB,2023-09-04,0,2388.71
CUST_0344,Elizabeth Hawkins,norman91@example.org,East,Consumer,2025-01-26,0,2721.41
CUST_0345,Sue Roberts,carlsondanny@example.org,East,Consumer,2023-11-10,0,3719.22
CUST_0346,Natalie Marshall,vazquezkristen@example.com,North,SMB,2023-10-11,0,602.81
CUST_0347,Kristin Murphy,laurabush@example.org,East,SMB,2023-09-07,0,4949.9
CUST_0348,Paul Woods,brandi46@example.com,East,Enterprise,2024-12-29,0,2787.98
CUST_0349,Jonathan Liu,allisoncampbell@example.org,West,Consumer,2026-04-18,0,3620.31
CUST_0350,Sharon Hall,joannesilva@example.net,East,SMB,2024-05-02,0,1181.59
CUST_0351,William Perez,rfields@example.org,North,Consumer,2025-02-09,0,1151.22
CUST_0352,David Turner,emily99@example.net,North,SMB,2025-12-10,0,1917.3
CUST_0353,Ashley Reed,johnbradley@example.org,East,Enterprise,2024-04-03,0,279.42
CUST_0354,Ebony Marks DVM,fisherchristopher@example.com,South,SMB,2023-10-18,1,157.32
CUST_0355,Michelle Dixon,jennifervaughan@example.com,East,SMB,2024-01-14,0,2978.75
CUST_0356,Joshua Coleman,michelle17@example.net,North,SMB,2024-04-27,1,689.36
CUST_0357,Shelley Dougherty,ejackson@example.com,North,SMB,2025-09-06,0,1474.01
CUST_0358,Yolanda Gordon,karen49@example.com,West,SMB,2026-01-07,0,2984.27
CUST_0359,Eric Maxwell,oramirez@example.net,East,Consumer,2024-09-15,0,2304.2
CUST_0360,Margaret Jackson,jimmy57@example.org,East,Enterprise,2025-02-27,0,1124.51
CUST_0361,Ashley Hawkins,petersbrent@example.com,West,Enterprise,2025-08-28,1,1769.99
CUST_0362,Sean Castro,stonedennis@example.org,North,SMB,2024-02-11,1,1259.88
CUST_0363,Dennis Griffith,ulopez@example.com,West,SMB,2024-03-29,0,682.02
CUST_0364,Cathy Hodge,brandi80@example.org,South,Consumer,2023-06-12,1,4046.54
CUST_0365,Michael Park,farleyashley@example.net,East,SMB,2025-07-16,0,3976.39
CUST_0366,Erica Hill,jaimemoran@example.com,North,SMB,2026-04-23,1,2730.77
CUST_0367,Mark Simon,jonathan88@example.net,West,Consumer,2024-09-20,1,3182.62
CUST_0368,Mary Griffin,abrooks@example.net,North,SMB,2023-10-20,0,3828.46
CUST_0369,Leroy Berry,martin89@example.net,South,Consumer,2024-03-19,0,316.44
CUST_0370,Patricia Jones,tmacias@example.net,East,Enterprise,2023-12-10,0,3476.08
CUST_0371,Katherine Robertson,bartonpatricia@example.net,West,SMB,2023-12-12,0,2751.27
CUST_0372,Valerie Smith,jwebb@example.org,North,Enterprise,2026-03-22,0,3320.76
CUST_0373,Tiffany Bennett,steven89@example.com,East,SMB,2025-09-10,0,3509.76
CUST_0374,Cindy Velasquez,kelsey68@example.net,East,SMB,2024-03-05,0,131.15
CUST_0375,Kimberly Oneal,lisa35@example.net,North,SMB,2025-06-13,0,4226.03
CUST_0376,Cynthia Gordon,scottandrea@example.net,East,Enterprise,2026-05-14,0,4103.62
CUST_0377,Jennifer Carpenter,michaelsmith@example.org,East,SMB,2024-03-12,0,1160.16
CUST_0378,Kimberly Heath,tina14@example.net,West,Consumer,2025-01-19,0,2117.86
CUST_0379,Bryan Evans,mmiller@example.org,East,Enterprise,2024-10-31,0,1720.65
CUST_0380,Crystal Nelson,ccollins@example.com,West,Consumer,2025-12-02,1,534.68
CUST_0381,April Wall,haley55@example.com,East,Consumer,2025-11-29,1,2956.11
CUST_0382,Dr. Richard Reyes,hwilliams@example.org,South,SMB,2024-10-24,0,4631.57
CUST_0383,Courtney Brown,laurie73@example.org,South,SMB,2025-05-02,0,1460.58
CUST_0384,Tyler Sutton,skennedy@example.com,West,Enterprise,2025-06-06,0,2192.82
CUST_0385,Angel Jones,npennington@example.com,West,Enterprise,2025-08-06,1,1809.9
CUST_0386,Michael Chan,erikcaldwell@example.org,South,Consumer,2025-05-21,0,1848.81
CUST_0387,Angel Smith,cabreradaniel@example.net,East,SMB,2024-09-01,0,2316.54
CUST_0388,Kimberly Calhoun,lopezmichelle@example.com,West,Consumer,2025-04-21,0,3510.1
CUST_0389,Alexander Byrd,taylor76@example.org,North,SMB,2026-04-16,0,231.81
CUST_0390,Jacob Lawson,heatherfitzpatrick@example.com,East,Consumer,2023-09-13,1,577.8
CUST_0391,Tracy Alvarez,derekburns@example.com,East,SMB,2025-08-24,0,3173.31
CUST_0392,Robert Kennedy PhD,melissa34@example.com,South,Enterprise,2024-08-29,1,204.67
CUST_0393,Elizabeth Harrell,qgolden@example.com,West,Enterprise,2026-04-04,0,1448.76
CUST_0394,Jeffrey Bryan,tgarner@example.com,East,SMB,2025-10-09,1,943.13
CUST_0395,Scott Farrell,stevenbarnes@example.org,West,Consumer,2023-10-07,0,869.08
CUST_0396,Richard Lewis,hallsheila@example.net,West,Enterprise,2025-06-19,0,3713.63
CUST_0397,Joshua Carson,yorkcourtney@example.org,West,SMB,2024-02-01,0,3688.96
CUST_0398,Loretta Hernandez,younglawrence@example.net,South,SMB,2024-01-19,0,1059.69
CUST_0399,John French,williamsmichael@example.com,West,Consumer,2025-07-21,0,1124.45
CUST_0400,Jeffrey Kim,davisbrent@example.net,South,SMB,2024-01-23,1,749.88
CUST_0401,David Hughes,bauerpatrick@example.org,North,Enterprise,2025-03-31,0,2358.19
CUST_0402,Matthew Ruiz,velazquezchristopher@example.com,East,Enterprise,2025-12-24,0,3342.14
CUST_0403,Jeffery Mcdowell,ashleyhughes@example.org,East,Consumer,2025-02-18,0,1205.56
CUST_0404,Dakota Sheppard,travis20@example.net,North,Consumer,2024-08-17,0,759.12
CUST_0405,John Rubio,stephanieshannon@example.org,South,Enterprise,2024-12-27,1,677.59
CUST_0406,Gerald Dean,deanna92@example.org,East,Consumer,2024-11-03,1,4569.98
CUST_0407,Renee Adams,murphyaaron@example.net,South,Enterprise,2024-10-07,1,1100.4
CUST_0408,Brenda Poole,connerdarren@example.org,South,SMB,2024-09-09,1,3172.94
CUST_0409,Jesse Smith,creyes@example.com,South,Consumer,2024-12-18,1,4412.82
CUST_0410,Austin King,dcampbell@example.org,North,Enterprise,2024-09-03,0,1568.01
CUST_0411,William Burton,tammy99@example.com,North,Consumer,2026-01-09,1,3465.12
CUST_0412,Allen Graham,haynesamy@example.org,South,SMB,2025-10-16,0,854.25
CUST_0413,Lori Gay,mary63@example.net,West,Enterprise,2024-12-29,1,410.01
CUST_0414,Jonathan Reeves,davenportmarcus@example.org,North,Enterprise,2023-06-03,1,4515.67
CUST_0415,Jason George,clarkmindy@example.com,West,Enterprise,2024-07-31,1,2421.28
CUST_0416,David Henderson,susan58@example.org,West,SMB,2025-07-06,1,137.35
CUST_0417,Tamara Garcia,vincentbowman@example.net,South,Enterprise,2024-01-19,0,1935.22
CUST_0418,Douglas Ramos,sabrina10@example.net,West,Consumer,2026-02-15,0,2711.85
CUST_0419,David Owens,elong@example.net,West,Enterprise,2023-07-15,1,3453.75
CUST_0420,Shawn Vasquez,colleen39@example.org,West,SMB,2025-10-16,0,4475.21
CUST_0421,Lacey Williams,parkerbenjamin@example.com,South,Consumer,2024-06-02,0,631.77
CUST_0422,Amy Hoffman,ugoodwin@example.org,South,SMB,2023-10-02,1,3845.65
CUST_0423,Dominique Johnson,pcolon@example.org,North,Consumer,2024-10-24,1,1137.75
CUST_0424,Gregory Scott,jbender@example.com,North,Consumer,2023-12-15,1,853.32
CUST_0425,Kyle Mckinney,robertsdarrell@example.org,West,SMB,2023-07-28,0,631.35
CUST_0426,Jeremy Brock,megananderson@example.com,South,SMB,2026-04-26,1,1223.36
CUST_0427,Amy Harris,brian30@example.org,South,SMB,2024-06-07,0,4081.74
CUST_0428,Kristen Livingston,dthompson@example.org,West,SMB,2026-04-10,0,1404.09
CUST_0429,Jeremy Kent,tabitha16@example.com,North,Enterprise,2024-06-02,0,2649.28
CUST_0430,Jordan Mcknight,xjackson@example.com,South,SMB,2024-12-11,0,2819.49
CUST_0431,Peggy Yang,joe65@example.net,North,Consumer,2024-02-29,0,3417.99
CUST_0432,April Carey,kaylalewis@example.com,West,Enterprise,2024-05-28,0,4754.84
CUST_0433,Michelle Callahan,ingramadam@example.com,South,SMB,2023-10-06,1,4667.06
CUST_0434,Mark Harper,lcook@example.com,West,Enterprise,2025-08-09,1,4504.98
CUST_0435,Shannon Holmes,robin83@example.net,East,Consumer,2024-05-15,0,4593.98
CUST_0436,Christina Andrade,robert61@example.org,West,Consumer,2026-02-17,0,4923.6
CUST_0437,Victor Walker,qparker@example.org,West,Consumer,2024-08-16,0,4443.3
CUST_0438,Daniel Moody,hramirez@example.com,West,Enterprise,2025-01-25,0,871.25
CUST_0439,Gabriela Castaneda,allison42@example.com,South,Enterprise,2025-02-08,1,4986.37
CUST_0440,Emily Mcgrath,jessica10@example.com,West,SMB,2026-05-18,1,2710.95
CUST_0441,Austin Morton,roy83@example.net,West,SMB,2024-03-23,0,2879.74
CUST_0442,Dr. Dawn Allen,julie96@example.net,East,SMB,2024-06-24,0,4772.73
CUST_0443,Anna Rios,bjordan@example.org,South,Consumer,2025-06-15,1,2181.94
CUST_0444,Lori Page,lewisashley@example.com,East,SMB,2023-10-14,0,3093.65
CUST_0445,Jeffrey Cox,nicole20@example.net,West,Enterprise,2025-07-12,0,3994.11
CUST_0446,Cassandra Rodriguez MD,gibbsbeverly@example.org,South,SMB,2026-05-25,0,1467.96
CUST_0447,Sherry Jimenez,alisongilmore@example.org,East,Consumer,2025-09-03,0,1375.12
CUST_0448,Michelle Morris,tkelly@example.org,West,SMB,2025-01-09,1,1149.32
CUST_0449,Alexis James,dustin05@example.com,North,Consumer,2024-12-04,0,3693.73
CUST_0450,Nicole Pierce,romeroeric@example.net,East,Consumer,2023-07-16,0,3881.87
CUST_0451,Dustin Rodriguez,baileyshelby@example.com,South,Consumer,2024-01-19,1,198.14
CUST_0452,Bradley Porter,angelicabryan@example.net,East,SMB,2023-08-16,1,2088.5
CUST_0453,Lindsay Ward,michaeljacobs@example.net,East,Enterprise,2024-10-14,0,1940.08
CUST_0454,Natasha Hayes,olawrence@example.com,East,SMB,2025-04-10,0,2723.69
CUST_0455,Sandra Garza,jonathanperry@example.com,North,Consumer,2025-06-19,0,4643.51
CUST_0456,Richard Orozco,millerpeter@example.net,South,SMB,2023-11-12,0,4386.15
CUST_0457,Sarah Williams,burgessmark@example.org,South,SMB,2025-10-24,1,665.2
CUST_0458,Alexander Owens,thomas19@example.org,South,SMB,2024-05-10,0,3503.14
CUST_0459,Bryan Ellis,nicole67@example.com,West,Consumer,2026-04-17,0,4514.07
CUST_0460,Melanie Wright,vobrien@example.org,South,Consumer,2024-01-16,0,1225.72
CUST_0461,Robert Adams,flucas@example.com,South,SMB,2025-04-22,0,3531.32
CUST_0462,Kara Ford,katie29@example.net,North,SMB,2023-11-30,0,4752.86
CUST_0463,Emily White,ljones@example.org,West,SMB,2026-01-01,0,654.51
CUST_0464,Daniel Johnson,franciscohudson@example.org,West,Enterprise,2026-04-13,0,2448.68
CUST_0465,Jared Watkins,dakota40@example.net,East,Consumer,2025-09-05,0,4555.73
CUST_0466,Valerie Blanchard,wintersjeremiah@example.net,West,Enterprise,2026-03-03,0,2945.25
CUST_0467,Rachel Kelly,richard31@example.org,West,Consumer,2023-06-15,0,3714.3
CUST_0468,Cory Garcia,gilbertmichelle@example.net,North,SMB,2023-09-11,0,762.57
CUST_0469,Terry Leblanc,melindamartinez@example.net,South,Enterprise,2025-01-06,1,2637.98
CUST_0470,Brandi Silva,iankane@example.net,West,SMB,2025-01-30,1,2741.22
CUST_0471,Christopher Young,michaelkenneth@example.org,West,Enterprise,2023-11-13,0,1235.82
CUST_0472,Holly Cross,frankdean@example.net,North,SMB,2023-09-15,0,719.49
CUST_0473,Sarah White,jessehenderson@example.com,West,Consumer,2024-02-22,1,4549.21
CUST_0474,Austin Hall,eric95@example.com,West,SMB,2025-05-19,1,2591.24
CUST_0475,Lisa Cox,danielleross@example.net,North,Consumer,2024-05-09,1,3073.82
CUST_0476,Stephanie Poole,joseph16@example.com,East,SMB,2025-02-13,0,4433.66
CUST_0477,Jeffrey Perez,jessicachavez@example.com,East,SMB,2024-04-30,1,1283.32
CUST_0478,Stephanie Wagner,cfisher@example.net,West,Consumer,2024-06-18,1,2806.16
CUST_0479,Megan Perry,xstanley@example.org,West,Consumer,2026-01-25,0,1761.65
CUST_0480,Emma Cook,milesjerry@example.net,South,Enterprise,2024-12-24,0,2734.08
CUST_0481,Michael Collins,murraydana@example.org,West,SMB,2024-09-11,1,1372.33
CUST_0482,Megan Nguyen,charles41@example.org,South,Enterprise,2023-12-10,0,1727.17
CUST_0483,Suzanne Park,efreeman@example.org,East,Enterprise,2024-09-20,1,767.28
CUST_0484,Sandra Silva,melanie09@example.net,West,Consumer,2024-11-22,1,973.72
CUST_0485,Tracy Mcdonald,justinowen@example.org,West,Consumer,2023-09-08,1,2195.83
CUST_0486,Cindy Taylor,lross@example.org,North,SMB,2026-03-26,0,4266.2
CUST_0487,David Jenkins,andrewsmith@example.org,West,Enterprise,2025-05-04,0,1105.97
CUST_0488,Wendy Griffin,jrobinson@example.com,East,SMB,2025-02-04,0,4034.06
CUST_0489,Ms. Sarah English,garnerwilliam@example.net,West,Enterprise,2025-05-16,0,1180.49
CUST_0490,David Grant,mallory06@example.net,South,Consumer,2025-07-16,1,3217.62
CUST_0491,David Wright,nixonnicholas@example.com,West,SMB,2024-09-23,1,2637.98
CUST_0492,Anthony Nelson,catherine44@example.org,South,Enterprise,2023-08-01,0,3161.72
CUST_0493,Marcus Copeland,rpatel@example.net,North,Consumer,2026-03-14,0,450.03
CUST_0494,Jeffrey Mays,david67@example.org,West,Enterprise,2026-03-22,1,3632.51
CUST_0495,Virginia Schultz,maliksanchez@example.net,North,SMB,2023-10-14,1,2778.96
CUST_0496,Mia Mejia,timothy98@example.com,North,Consumer,2024-06-15,0,3714.93
CUST_0497,Stephanie Edwards,slopez@example.com,West,Enterprise,2024-10-21,0,1677.03
CUST_0498,Courtney Garcia,djackson@example.com,South,Enterprise,2025-07-24,1,906.71
CUST_0499,John Baxter,ptorres@example.org,West,SMB,2025-09-08,0,1453.93
CUST_0500,Phillip Lewis,kprice@example.org,South,SMB,2026-02-12,0,4251.41
